source_character,target_character,source_line,text,character_name,is_synthetic
JACK,ERIN,I'm on to you. You're a faker. You aren't dying.,You know what? I see right through you. You're full of it. You're not dying.,ERIN,True
JACK,ERIN,Pardon me?,What did you just say?,ERIN,True
JACK,ERIN,... You know me?,"Wait, do I know you?",ERIN,True
JACK,ERIN,NO...,No way. That's not happening.,ERIN,True
JACK,ERIN,"Yeah, I'm sure.","Yeah, I'm sure. What, you don't believe me?",ERIN,True
JACK,ERIN,Same here.,"Yeah, me too.",ERIN,True
ERIN,JACK,"I <u>can't</u> call an exterminator. I can't afford one. God, I can't even afford my <u>phone</u>. I got fired.",I didn't call anyone. Exterminators cost money. Money I didn't have. The phone bill was already three weeks late. Past tense on the job.,JACK,True
ERIN,JACK,"You might want to think real hard about the amount, too. My kids are sitting in the God damn parking lot right now, cause I still don't make enough to afford good child care. Makes me think about looking around for a job where I'm appreciated, for shit's sake.",The parking lot. That's where my kids are. Right now. Child care costs more than I make. I am Jack's underpaid labor. Other jobs exist. Jobs where people might notice I'm there.,JACK,True
ERIN,JACK,What's going on in there?,I Am Jack's Need to Know What's Happening Behind That Door.,JACK,True
ERIN,JACK,"I don't wanna take your money, Mr. Masry.",I wasn't going to take his money.,JACK,True
ERIN,JACK,And you can't?,And you can.,JACK,True
ERIN,JACK,I know. I'm sorry. Do I get to hear what happened anyway?,I know. Sorry. But I still want to hear what happened.,JACK,True
ERIN,JACK,"Ed, I swear, I'm not --",I'm not. Whatever you think this is.,JACK,True
ERIN,JACK,"Well, I'm the neighbors. There, now we're introduced, so you can shut the fuck up.",I live next door. So now we know each other. You can stop talking.,JACK,True
ERIN,JACK,"I'm so tired I'm about to drive off the road. Keep me awake, willya?",I hadn't slept. Four days. Maybe five. The road kept blurring. Say something. Anything.,JACK,True
ERIN,JACK,Great. Another deadbeat.,Another one. Perfect.,JACK,True
BATEMAN,ALVY,Doesn't he live here?,"Wh- Doesn't he- I thought he lived here. He lives here, no?",ALVY,True
BATEMAN,ALVY,Calm down. Let's do it anyway,"Look, just- just relax, will you? So what, so what if- I mean, we should do it anyway, you know? Let's do it. Let's-let's just do it anyway.",ALVY,True
BATEMAN,ALVY,Yes? You're dressed...okay.,"Yeah? Well, I-I mean you look- the outfit is, uh... it's fine, you know, it's-it's okay.",ALVY,True
BATEMAN,ALVY,"I think, Evelyn, that we've...lost touch.","I-I think we've- Evelyn, there's- we've lost touch, you know? I mean, we don't- there's no connection anymore, we... uh, we used to have something and now it's just... it's gone, I don't know.",ALVY,True
BATEMAN,ALVY,I know her. I knew her.,"I-I know her. I mean, I knew her. I know- I knew her, you know what I'm saying?",ALVY,True
BATEMAN,ALVY,But Marcus denied it?,"But he-he denied it, right? Marcus denied it? He said no?",ALVY,True
BATEMAN,ALVY,Growing. I'm glad you said that.,"I- It's growing, yeah. I'm, uh- I'm happy you said that, you know, because there's-there's not a lotta people who would say that.",ALVY,True
BATEMAN,ALVY,"But wait, Harold, what do you mean?","Wait-wait a second, Harold, wh-what are you talking about? I don't- what do you mean by that?",ALVY,True
BATEMAN,ALVY,I won't...don't worry.,"I'm not- don't worry, I mean I'm not gonna- you know, there's no reason to worry about it, so...",ALVY,True
BATEMAN,ALVY,It's...it's...all right.,"It's-it's... you know, it's... I mean, what can I tell you, it's fine, it's all right, there's no problem here.",ALVY,True
ALVY,BATEMAN,"Once in a while, you know. I mean, you know, every now-",Occasionally. Not often.,BATEMAN,True
ALVY,BATEMAN,"Well, thanks, thank you. You-you're a wonderful tennis player.",You're a wonderful tennis player. Really. Excellent form.,BATEMAN,True
ALVY,BATEMAN,It's that they don't throw their garbage away. They make it into television shows.,They don't throw it out. They put it on NBC. Probably right after Letterman.,BATEMAN,True
ALVY,BATEMAN,I'll see yuh.,See you at Dorsia. Maybe.,BATEMAN,True
ALVY,BATEMAN,snow shovel or anything or something.,"A snow shovel. Preferably Williams Sonoma, not some hardware store garbage.",BATEMAN,True
ALVY,BATEMAN,That'd be fun for yuh. Don't you think-,You'd enjoy that. Obviously.,BATEMAN,True
ALVY,BATEMAN,Okay?,Fine.,BATEMAN,True
ALVY,BATEMAN,Following is different. I was spying.,I wasn't following her. Spying. There's a distinction.,BATEMAN,True
ALVY,BATEMAN,"No, no, no, what... You can once, you can live without it once. Come on.",You can skip it. One time won't kill you.,BATEMAN,True
ALVY,BATEMAN,"Yeah, but no presents till midnight.",Nothing until midnight.,BATEMAN,True
BATEMAN,BEN,Do you know what Ed Gein said about women?,You know what Ed Gein said?,BEN,True
BATEMAN,BEN,When?,When.,BEN,True
BATEMAN,BEN,Never. I mean...I don't really like... singers.,I don't like singers.,BEN,True
BATEMAN,BEN,"Don't, I'll drink it.",I'll drink it.,BEN,True
BATEMAN,BEN,"You reek. You reek of...shit. Do you know that? Goddammit, Al-look at me and stop crying like some kind of faggot. Al...I'm sorry.","You smell. You -- look, just stop. Stop crying. I'm sorry.",BEN,True
BATEMAN,BEN,Oh that? Just mulling over business problems. Examining opportunities...Exchanging rumors... Spreading gossip.,Just -- thinking about work.,BEN,True
BATEMAN,BEN,I don't want to talk about it.,I don't want to.,BEN,True
BATEMAN,BEN,You and...Luis?,You and Luis?,BEN,True
BATEMAN,BEN,What? CARRUTHERS I'll call you.,I'll call you back.,BEN,True
BATEMAN,BEN,"Well, you went to Sarah Lawrence for one thing.",Well you went to Sarah Lawrence.,BEN,True
BEN,BATEMAN,Hurry up. Put your shoes on.,Put the shoes on. We don't have time for this.,BATEMAN,True
BEN,BATEMAN,"And if you think I come here for any reason besides pure boredom, then you're all wrong.","I'm here because there's nothing else worth doing. If you think there's some deeper motivation, you're mistaken.",BATEMAN,True
BEN,BATEMAN,"Look -- I'll give you ten dollars for a dime -- I'll give you twenty -- for God's sake, will you let me use that phone?","Look, I'll give you ten dollars for a dime. Twenty. Just let me use the phone.",BATEMAN,True
BEN,BATEMAN,"Well how do you feel about him, then?","So what's your actual opinion of him? The real one, not whatever rehearsed answer you've been giving everyone at Dorsia.",BATEMAN,True
BEN,BATEMAN,Of course.,Obviously. Did you think I'd say no?,BATEMAN,True
BEN,BATEMAN,"Oh -- hello, Mr. McCleery.",McCleery. Didn't see you there.,BATEMAN,True
BEN,BATEMAN,No. I have two. The other one is the one I'm looking for. What's this? It's from my grandmother.,"No. I have two. The other one is the one I'm looking for. This? My grandmother's. Probably a Tiffany piece, though I'd have to check the stamp.",BATEMAN,True
BEN,BATEMAN,Elaine --,Elaine. Listen.,BATEMAN,True
BEN,BATEMAN,"Oh. Well, I haven't either. I might just ride out there with you.","I haven't been either. I'll come with you. Take my car — it's the silver Range Rover, not one of those leased Explorers everyone's driving now.",BATEMAN,True
BEN,BATEMAN,Wait a minute.,Hold on.,BATEMAN,True
BATEMAN,ERIN,Pumpkin you're dating the biggest dickweed in New York.,"You know you're going out with the biggest asshole in New York, right?",ERIN,True
BATEMAN,ERIN,"Patrick, please. I hope I've been informative. Long day-a bit scattered.","Look, it's been a long day, okay? I'm all over the place. Did I answer your questions or what?",ERIN,True
BATEMAN,ERIN,Because I...want...to...fit...in.,"You think I like this? I just want to fit in, okay?",ERIN,True
BATEMAN,ERIN,I'm ignoring you.,You know what? I'm not listening to a word you're saying.,ERIN,True
BATEMAN,ERIN,"No. Flattering, but no.","No. I mean, thanks, but -- no.",ERIN,True
BATEMAN,ERIN,Fifty-five West Eighty-First Street. The American Gardens Building.,You talking about that place on West Eighty-First? American Gardens Building?,ERIN,True
BATEMAN,ERIN,I know my behavior is...erratic sometimes.,"Look, I know I can be all over the place sometimes, okay?",ERIN,True
BATEMAN,ERIN,You and...Luis?,You and Luis? Seriously?,ERIN,True
BATEMAN,ERIN,"See? Happy? You dumb bitch? Are you happy, you dumb bitch?","What, you happy now? Is this what you wanted? Are you happy now, you stupid bitch?",ERIN,True
BATEMAN,ERIN,Tell him I'm at lunch.,"Tell him I went to lunch. What's he gonna do, fire me?",ERIN,True
ERIN,BATEMAN,"You wanna know, you gotta hire me back. I got a lot of bills to pay.","You want to know what I found out, then I'll need my position reinstated. I have expenses. Significant ones.",BATEMAN,True
ERIN,BATEMAN,Return 'em. Maybe you'll get your money back.,Return them. Barney's has a reasonable exchange policy if you kept the receipt.,BATEMAN,True
ERIN,BATEMAN,Yeah? I should learn to do stuff like that. They make the place feel real homey.,"They do. I should probably pick that up. Crate & Barrel carries a decent selection, nothing too ostentatious.",BATEMAN,True
ERIN,BATEMAN,I guess I'm not the right kind.,Not the right kind. Obviously.,BATEMAN,True
ERIN,BATEMAN,... couldn't take painkillers cause they made me too groggy to take care of my kids.,Painkillers made me too groggy for the kids. Stopped taking them.,BATEMAN,True
ERIN,BATEMAN,"Some guy in a truck -- he waited till I was alone, then he followed me, like, two miles. Jesus, I'm shaking. Get me a beer.","There was a truck. Driver waited until I was by myself, followed me for two miles. I need a beer. Something imported.",BATEMAN,True
ERIN,BATEMAN,"Sure you are. You're just a happier woman, cause you don't have to deal with maxi-pads and underwire.","Right. You're thrilled. No tampons, no Victoria's Secret torture devices — just whatever synthetic blend you're wearing now.",BATEMAN,True
ERIN,BATEMAN,Don't go telling anyone. It'll ruin my reputation.,Keep it to yourself. I've worked too hard on the right associations to let this derail them.,BATEMAN,True
ERIN,BATEMAN,I was wondering -- could you tell me who I'd talk to about maybe getting an advance on my paycheck? Just -- for the weekend.,I need to know who handles paycheck advances. For the weekend.,BATEMAN,True
ERIN,BATEMAN,"I'm a slow reader, on account of the fact that I look at the word ""dog"" and see ""god"".","I don't read quickly. Dyslexia. Dog becomes god, that sort of thing.",BATEMAN,True
